AUI|CODE|STR|ISPREF|ETIQUETA_CIE9
B00004922A|R06.3|NASAL TAPONAMIENTO PARA EPISTA.|Y|EPISTAXIS, HEMORRAGIA NASAL, SANGRADO
B00004925A|R07.1|BLOQUEO, TAPONAMIENTO NASAL|Y|SENSACION DE TAPONAMIENTO NASAL
B00004926A|R07.10|OBSTRUCCION NASAL CRONICA|Y|CONGESTION NASAL
B00004927A|R07.11|SEQUEDAD NASAL|Y|CONGESTION NASAL
B00004928A|R07.12|DIFICUL. RESPIRACION NASAL|Y|CONGESTION NASAL
B00004929A|R07.2|CONGESTION NASAL|Y|CONGESTION NASAL
B00004930A|R07.3|DRENAJE NASAL (DESTILACION)|Y|CONGESTION NASAL
B00004931A|R07.4|ESTORNUDO|Y|ESTORNUDOS
B00004932A|R07.5|HIPERSECRECION NASAL|Y|HIPERSECRECION NASAL
B00004933A|R07.6|NASAL OBSTRUCCION|Y|CONGESTION NASAL
B00004934A|R07.7|NASAL SUPURA., CONG., ESTORN.|Y|CONGESTION NASAL
B00004935A|R07.8|SECRECION NASAL|Y|CONGESTION NASAL
B00004936A|R07.9|ESTORNUDOS/CONGESTION NASAL|Y|ESTORNUDOS/CONGESTION NASAL
B00004939A|R08.1|INFLAMACION, NASAL NC|Y|OTRO SIGNO/SINTOMA NASAL, NARIZ
B00004940A|R08.10|ABCESO/ ULCERA NARIZ|Y|ULCERA NASAL
B00004941A|R08.11|DOLOR NASAL, NARIZ|Y|DOLOR NASAL, NARIZ
B00004942A|R08.12|RINOPLASTIA|Y|OTRO SIGNO/SINTOMA NASAL, NARIZ
B00004945A|R08.4|PROMINENTE NARIZ|Y|OTRO SIGNO/SINTOMA NASAL, NARIZ
B00004946A|R08.5|PRURITO (PICOR DE) NARIZ|Y|PICOR DENTRO DE LA NARIZ
B00004947A|R08.6|ROJO NARIZ|Y|OTRO SIGNO/SINTOMA NASAL, NARIZ
B00004948A|R08.7|SINTOMA, QUEJA, SIGNO NARIZ NC|Y|OTRO SIGNO/SINTOMA NASAL, NARIZ
B00004949A|R08.8|ULCERA, ULCERACION NASAL|Y|ULCERA NASAL
B00004953A|R09.1|CEFALEA, SINUSAL NC|Y|DOLOR/PRESION DE SENOS PARANASALES
B00004954A|R09.10|SINTOMA, QUEJA, SIGNO SENOS (PARANASALES) NC|Y|SIGNO/SINTOMA DE LOS SENOS PARANASALES
B00004956A|R09.12|PRESION, COMPRESION NC SINUSAL|Y|DOLOR/PRESION DE SENOS PARANASALES
B00004957A|R09.2|CONGESTION SINUSAL|Y|CONGESTION DE SENOS PARANASALES
B00004958A|R09.3|DOLOR SINUSAL|Y|DOLOR/PRESION DE SENOS PARANASALES
B00004959A|R09.4|DRENAJE SINUSAL (SUPURACION)|Y|SIGNO/SINTOMA DE LOS SENOS PARANASALES
B00004960A|R09.5|INFLAMACION, SENOS (NASALES) NC|Y|CONGESTION DE SENOS PARANASALES
B00004961A|R09.6|PROBLEMA SINUSAL (TRACTO) NC|Y|SIGNO/SINTOMA DE LOS SENOS PARANASALES
B00004962A|R09.7|SENOS DOLOR (NASALES Y PARANASALES)|Y|DOLOR/PRESION DE SENOS PARANASALES
B00004963A|R09.8|SENOS DRENAJE (NASALES Y PARANASALES)|Y|CONGESTION DE SENOS PARANASALES
B00004964A|R09.9|SENOS PRESION (NASALES Y PARANASALES)|Y|DOLOR/PRESION DE SENOS PARANASALES
B00004967A|R21.1|BULTO, GARGANTA|Y|BULTO MASA GARGANTA
B00004969A|R21.11|SEQUEDAD/DOLOR/INFLAMACION DE GARGANTA/FARINGE/AMIGDALAS|Y|SEQUEDAD/DOLOR/INFLAMACION DE GARGANTA/FARINGE/AMIGDALAS
B00004970A|R21.12|SIGNO/SINTOMA FARINGE|Y|SIGNO/SINTOMA FARINGE
B00004972A|R21.14|EDEMA DE UVULA|Y|SIGNO/SINTOMA GARGANTA/FARINGE/AMIGDALAS
B00004973A|R21.15|EDEMA DE REINKE|Y|SIGNO/SINTOMA GARGANTA/FARINGE/AMIGDALAS
B00004974A|R21.16|DOLOR AMIGDALAS NC|Y|DOLOR DE AMIGDALAS
B00004975A|R21.17|SINTOMA, QUEJA, SIGNO AMIGDALAS|Y|SIGNO/SINTOMA AMIGDALAS
B00004976A|R21.18|INFLAMACION, AMIGDALAS NC|Y|INFLAMACION DE AMIGDALAS
B00004977A|R21.2|DOLOR GARGANTA NC|Y|DOLOR DE GARGANTA
B00004978A|R21.3|GARGANTA INFLAMADA|Y|SEQUEDAD/DOLOR/INFLAMACION DE GARGANTA/FARINGE/AMIGDALAS
B00004979A|R21.4|GARGANTA ROJA|Y|SEQUEDAD/DOLOR/INFLAMACION DE GARGANTA/FARINGE/AMIGDALAS
B00004980A|R21.5|SECO, SEQUEDAD GARGANTA|Y|SEQUEDAD/DOLOR/INFLAMACION DE GARGANTA/FARINGE/AMIGDALAS
B00004981A|R21.6|SENTIR GARGANTA ULCERADA|Y|SIGNO/SINTOMA GARGANTA
B00004982A|R21.7|SINTOMA, QUEJA, SIGNO GARGANTA NC|Y|SIGNO/SINTOMA GARGANTA
B00004983A|R21.8|ULCERA, ULCERACION GARGANTA|Y|SIGNO/SINTOMA GARGANTA
B00004984A|R21.9|ODINOFAGIA|Y|DOLOR DE GARGANTA
B00004987A|R23.1|AFONIA|Y|AFONIA
B00004988A|R23.2|ALTERACION VOZ|Y|SIGNO/SINTOMA DE LA VOZ
B00004989A|R23.3|PROBLEMA VOZ NC|Y|SIGNO/SINTOMA DE LA VOZ
B00004990A|R23.4|RONQUERA|Y|RONQUERA
B00004991A|R23.5|DISFONIA / TRAST DE LA VOZ / AFONIA / RONQUERA|Y|DISFONIA
B00004992A|R23.6|DISFONIA CRONICA|Y|DISFONIA
B00004995A|R24.1|ESPUTO SANGRE (HEMOPTISIS)|Y|HEMOPTISIS, HEMOPTOICO, ESPUTO SANGRE
B00004998A|R25.1|ANORMAL ESPUTO|Y|EXPECTORACION, FLEMAS, ESPUTO ANORMAL
B00004999A|R25.2|ESPUTO AMARILLO/VERDE|Y|EXPECTORACION, FLEMAS, ESPUTO ANORMAL
B00005000A|R25.3|ESPUTO PUS EN|Y|EXPECTORACION, FLEMAS, ESPUTO ANORMAL
B00005001A|R25.4|FLEMAS|Y|EXPECTORACION, FLEMAS, ESPUTO ANORMAL
B00005002A|R25.5|EXPECTORACION|Y|EXPECTORACION, FLEMAS, ESPUTO ANORMAL
B00005005A|R26.1|MIEDO (DE PADEC.) CANCER NC (DE) RESPIRATORIO|Y|
B00005008A|R27.1|MIEDO (DE PADEC.) ENFERMEDAD RESPIRATORIA|Y|
B00005009A|R27.2|MIEDO (DE PADEC.) TUBERCULOSIS PULMONAR|Y|
B00005012A|R28.1|INCAPACIDAD (MINUSV.) NC APARATO RESPIRATORIO|Y|INCAPACIDAD/MINUSVALIA ATRIBUIBLE A APARATO RESPIRATORIO
B00005015A|R29.1|CONGESTION TORACICA|Y|CONGESTION PULMONAR
B00005016A|R29.2|HIPO|Y|HIPO
B04407066A|R29.3|SINTOMA QUEJA SIGNO RESPIRATORIO|Y|OTRO SIGNO/SINTOMA DEL APARATO RESPIRATORIO
B00005022A|R32.1|MANTOUX, PRUEBA DE|Y|
B00005025A|R33.1|CULTIVO GARGANTA|Y|
B00005026A|R33.2|TUBERCULOSIS CULTIVO (ESPUTO)|Y|
B00005029A|R34.1|TEST, PRUEBA, MET. DIAG. SANGRE TEOFILINAS|Y|
B00005036A|R39.1|ESPIROMETRIA|Y|
B00005037A|R39.2|FLUJO MAX., MEDICION DEL|Y|
B00005038A|R39.3|FUNCIONAL PRUEBAS RESPIRATOR.|Y|
B00005039A|R39.4|VOLUMENES RESPIRATOR., MEDICION DE LOS|Y|
B00005042A|R40.1|BRONCOSCOPIA|Y|
B00005043A|R40.2|LARINGOSCOPIA (DIRECTA)|Y|
B00005044A|R40.3|TRAQUEOSCOPIA|Y|
B00005049A|R44.1|INMUNIZACION GRIPE|Y|
B00005058A|R51.1|ASPIRACION (TERAPE.) NASAL|Y|
B00005065A|R56.1|TAPONAMIENTO (TERAP.) NASAL|Y|
B00005068A|R57.1|RESPIRATORIA, TERAPIA|Y|
B00005083A|R71.1|TOSFERINA|Y|TOSFERINA
B00005086A|R72.1|AMIGDALITIS ESTREPTOCOCICA|Y|AMIGDALITIS ESTREPTOCOCICA, ANGINAS
B00004115A|N28.1|INCAPACIDAD (MINUSV.) NC SISTEMA NERVIOSO|Y|INCAPACIDAD/MINUSVALIA POR SISTEMA NERVIOSO, NEUROLOGICA
B00004118A|N29.1|ANORMAL MARCHA NEUROLOGICA|Y|ANORMALIDAD MARCHA NEUROLOGICA
B00004120A|N29.11|ANORMALIDAD MARCHA|Y|ANORMALIDAD MARCHA NEUROLOGICA
B00029223A|N29.16|PROBLEMA ANDAR (LOCOMOCION) NC|Y|ANORMALIDAD MARCHA NEUROLOGICA
B03267243A|N29.17|DISPRAXIA|Y|FALTA DE COORDINACION
B01856178A|N29.18|DIFICULTAD PARA LA MARCHA|Y|ANORMALIDAD MARCHA NEUROLOGICA
B00029228A|N29.19|PROBLEMA DEAMBULACION NC|Y|ANORMALIDAD MARCHA NEUROLOGICA
B00004121A|N29.2|DOLOR NEUROLOGICO NC|Y|OTRO DOLOR NEUROLOGICO NE
B00004122A|N29.3|INCOORDINACION|Y|FALTA DE COORDINACION
B00004123A|N29.4|SINTOMA, QUEJA, SIGNO NEUROLOGICOS NC|Y|OTRO SIGNO/SINTOMA NEUROLOGICO
B00004124A|N29.5|APRASIA|Y|OTRO SIGNO/SINTOMA NEUROLOGICO
B00033336A|N29.6|ATAXIA|Y|ATAXIA
B00004126A|N29.7|ATROFIA CEREBRAL CORTICAL|Y|OTRO SIGNO/SINTOMA NEUROLOGICO
B00004127A|N29.8|ATROFIA CEREBRAL SUBCORTICAL|Y|OTRO SIGNO/SINTOMA NEUROLOGICO
B00004128A|N29.9|COJERA (NEUROLOGICA)|Y|COJERA (NEUROLOGICA)
B00004135A|N34.1|TEST, PRUEBA, MET. DIAG. SANGRE FENILHIDANTOINA|Y|
B00004144A|N41.1|TOMOGRAFIA CEREBRO|Y|
B00033341A|N42.1|ELECTROENCEFALOGRAMA|Y|
B00004148A|N42.2|REFLEJO, TIEMPO DE|Y|
B00004159A|N51.1|ESPINAL PUNCION (TERAPEUTIC.)|Y|
B00033345A|N51.2|PUNCION LUMBAR|Y|
B02107745A|N51.4|PUNCION DE MEDULA|Y|
B00004166A|N55.1|"INYECCION PUNTO ""GATILLO"" (TRI.)"|Y|
B00004167A|N55.2|GATILLO PUNTO DE INYECCION|Y|
B00004168A|N55.3|INYECCION LCR|Y|
B00004169A|N55.4|INYECCION NERVIO|Y|
B00004170A|N55.5|NERVIO BLOQUEO|Y|
B00004187A|N70.1|EFECTO TARDIO POLIOMIELITIS|Y|SINDROME POSPOLIOMIELITIS
B00004188A|N70.2|POLIOMIELITIS|Y|POLIOMIELITIS
B00059491A|N70.4|POLIOMIELITIS AGUDA SIN ESPECIFICAR|Y|POLIOMIELITIS
B00004191A|N71.1|BACTERIANA MENINGITIS|Y|OTRA MENINGITIS
B00004192A|N71.10|MENINGITIS CRIPTOCOCICA|Y|OTRA MENINGITIS
B00004193A|N71.11|MENINGITIS PURULENTA|Y|OTRA MENINGITIS
B00004194A|N71.12|MENINGITIS VIRICA|Y|OTRA MENINGITIS
B01733497A|N71.15|ENCEFALITIS ; MENINGITIS (NE)|Y|ENCEFALITIS
B00076758A|N71.16|MENINGITIS ASEPTICA|Y|OTRA MENINGITIS
B00004195A|N71.2|ENCEFALITIS|Y|ENCEFALITIS
B00004196A|N71.3|LINFOCITICA, MENINGITIS|Y|OTRA MENINGITIS
B00004197A|N71.4|MENINGITIS MENINGOCOCICA|Y|MENINGITIS MENINGOCOCICA, MENINGOCOCO
B00004198A|N71.5|MENINGITIS NC|Y|OTRA MENINGITIS
B00004199A|N71.6|MENINGITIS POR COXACKIE NC|Y|OTRA MENINGITIS
B00004200A|N71.7|MENINGITIS POR ENTEROVIRUS NC|Y|OTRA MENINGITIS
B00070043A|N71.8|INFECCION MENINGOCOCICA SIN ESPECIFICAR|Y|MENINGITIS MENINGOCOCICA, MENINGOCOCO
B00004202A|N71.9|ENCEFALITIS POST.VARICELA|Y|ENCEFALITIS
B00004205A|N72.1|TETANOS|Y|TETANOS
B00004208A|N73.1|EFECTO TARDIO INFECCIONES SNC|Y|OTRA INFECCION DEL SISTEMA NERVIOSO
B00004209A|N73.2|FLEBITIS INTRACRANEAL (INFEC.)|Y|OTRA INFECCION DEL SISTEMA NERVIOSO
B00004210A|N73.3|FLEBITIS SENO VENOSO (INFEC.)|Y|OTRA INFECCION DEL SISTEMA NERVIOSO
B00004211A|N73.4|ABSCESO INTRACRANEAL|Y|ABSCESO CEREBRAL
B00004212A|N73.5|ENFERMEDAD JAKOB-CREUTZFELDT|Y|OTRA INFECCION DEL SISTEMA NERVIOSO
B00004213A|N73.6|PANENCEFALITIS ESCLEROSANTE SUBAGUDA|Y|OTRA INFECCION DEL SISTEMA NERVIOSO
B01253154A|N73.7|INFECC. POR VIRUS LENTOS|Y|INFECCION SISTEMA NERVIOSO POR VIRUS LENTOS
B00004215A|N73.8|INFECCION, SISTEMA NERVIOSO NC|Y|OTRA INFECCION DEL SISTEMA NERVIOSO
B00004218A|N74.1|NEOPLASIA MALIGNA CEREBRO (CUALQ. PARTE)|Y|NEOPLASIA M CEREBRO (CUALQUIER PARTE)
B00071228A|N74.10|GLIOMA|Y|NEOPLASIA M DEL SISTEMA NERVIOSO
B00062481A|N74.11|ASTROCITOMA|Y|NEOPLASIA M DEL SISTEMA NERVIOSO
B00004219A|N74.2|NEOPLASIA MALIGNA MEDULA ESPINAL|Y|NEOPLASIA M DE MEDULA ESPINAL
B00004220A|N74.3|NEOPLASIA MALIGNA MENINGES|Y|NEOPLASIA M DEL SISTEMA NERVIOSO
B00004221A|N74.4|NEOPLASIA MALIGNA NERV. Y SIST. NERVIOSO|Y|NEOPLASIA M DEL SISTEMA NERVIOSO
B00004222A|N74.5|NEOPLASIA MALIGNA DE CEREBELO|Y|NEOPLASIA M DE CEREBELO
B00063383A|N74.9|GLIOBLASTOMA|Y|NEOPLASIA M DEL SISTEMA NERVIOSO
B00004225A|N75.1|MENINGIOMA|Y|MENINGIOMA
B00004226A|N75.2|NEOPLASIA BENIGNA CEREBRO (CUALQ. PARTE)|Y|NEOPLASIA BENIGNA DE CEREBRO (CUALQUIER PARTE)
B00004227A|N75.3|NEOPLASIA BENIGNA MEDULA ESPINAL|Y|NEOPLASIA BENIGNA DE MEDULA ESPINAL
B00004228A|N75.4|NEOPLASIA BENIGNA MENINGES|Y|NEOPLASIA BENIGNA DE MENINGES CEREBRALES
B00004229A|N75.5|NEOPLASIA BENIGNA NERVIO Y SIST. NERVIO.|Y|NEOPLASIA BENIGNA DE CEREBRO (CUALQUIER PARTE)
B00004230A|N75.6|NEURINOMA DEL ACUSTICO|Y|NEURINOMA DEL ACUSTICO
B00004235A|N79.1|CONCUSION (CONTUSION CEREBRAL)|Y|CONMOCION CEREBRAL/CONCUSION
B00033411A|N79.1002|LESION CABEZA (CONC./CONT.) NC|Y|CONMOCION CEREBRAL/CONCUSION
B00004236A|N79.1003|CONMOCION CEREBRAL|Y|CONMOCION CEREBRAL/CONCUSION
B00004237A|N79.3|CCR|Y|CONMOCION CEREBRAL/CONCUSION
B00033414A|N79.999|TRAUMATISMO CRANEAL CONMOCION|Y|CONMOCION CEREBRAL, EFECTO TARDIO
B00194852A|N80.1|LESION INTRACRANEAL|Y|LESION INTRACRANEAL
B00664360A|N80.1001|HERIDA FACIAL|Y|OTRO TRAUMATISMO CRANEAL, CRANEO, CABEZA
B00004241A|N80.2|LACERACION Y CONTUSION CEREBRALES|Y|CONTUSION CEREBRAL
B00004242A|N80.3|OTRO TRAUMATISMO CRANEAL, CRANEO, CABEZA|Y|TRAUMATISMO CRANEOENCEFALICO, TCE
B00004243A|N80.4|TRAUMATISMO CEREBRAL SIN FRACTURA DE CRANEO, CABEZA|Y|TRAUMATISMO CEREBRAL SIN FRACTURA DE CRANEO, CABEZA
B00004244A|N80.5|TRAUMATISMO CRANEAL|Y|TRAUMATISMO CRANEOENCEFALICO, TCE
B00004245A|N80.6|TRAUMATISMO CRANEOENCEFALICO|Y|TRAUMATISMO CRANEOENCEFALICO, TCE
B00004246A|N80.7|TRAUMATISMO FACIAL|Y|TRAUMATISMO CRANEOENCEFALICO, TCE
B00004247A|N80.8|CONTUSION SIN PERDIDA DE CONOCIMIENTO|Y|CONTUSION CEREBRAL
B00033458A|N80.9|TRAUMATISMO CRANEOENCEFALICO LEVE|Y|CONTUSION CEREBRAL
B00033418A|N80.999|CONTUSION (CONTUSION CEREBRAL)|Y|CONTUSION CEREBRAL
B01289260A|N81.1|LESION DE  MEDULA ESPINAL TRAUMATICA|Y|LESION DE LA MEDULA ESPINAL
B00004252A|N81.2|LESION NERVIO NC|Y|LESION DE NERVIO/S, NEUROLOGIA
B00004253A|N81.3|LESION SISTEMA NERVIOSO NC|Y|OTRA LESION DEL SISTEMA NERVIOSO
B00055478A|N81.4|LESION EN NERVIO NO ESPECIFICADO|Y|LESION DE NERVIO/S, NEUROLOGIA
B00004255A|N81.5|OPTICO LESION DEL NERVIO (TRAU.)|Y|LESION DE NERVIO/S, NEUROLOGIA
B00068046A|N81.7|LESION DEL NERVIO OPTICO|Y|LESION DE NERVIO/S, NEUROLOGIA
B00004258A|N85.1|ANENCEFALIA|Y|ANOMALIA CONGENITA SISTEMA NERVIOSO
B03057422A|N85.2|ANOMALIA CONGENITA SISTEMA NERVIOSO|Y|ANOMALIA CONGENITA SISTEMA NERVIOSO
B00004260A|N85.3|ESPINA BIFIDA|Y|ESPINA BIFIDA
B00004261A|N85.4|HIDROCEFALIA|Y|HIDROCEFALIA
B00033503A|N85.5|MICROCEFALIA|Y|ANOMALIA CONGENITA SISTEMA NERVIOSO
B00004263A|N85.6|HIDROCEFALIA NORMOTENSIVA|Y|HIDROCEFALIA
B00033501A|N85.999|HIDROCEFALIA CONGENITA|Y|HIDROCEFALIA
B00004266A|N86.1|ESCLEROSIS DISEMINADA|Y|ESCLEROSIS DISEMINADA
B00033513A|N86.998|ESCLEROSIS EN PLACAS|Y|ESCLEROSIS EN PLACAS
B00033514A|N86.999|ESCLEROSIS MULTIPLE|Y|ESCLEROSIS MULTIPLE
B00004269A|N87.1|ENFERMEDAD PARKINSON, DE NC|Y|ENFERMEDAD DE PARKINSON
B01288382A|N87.13|PARKINSONISMO IDIOPATICO|Y|PARKINSONISMO
B00073962A|N87.14|SINDROME RIGIDO ACINETICO|Y|PARKINSONISMO
B02881968A|N87.15|TEMBLOR/PARKINSON|Y|ENFERMEDAD DE PARKINSON
B00689800A|N87.16|TEMBLOR PARKINSONISMO|Y|PARKINSONISMO
B01068410A|N87.17|SINDROME PARKINSONIANO|Y|PARKINSONISMO
B00777573A|N87.18|ENFERMEDAD DE PARKINSON / PARKINSONISMOS|Y|ENFERMEDAD DE PARKINSON
B00004268A|N87.19|ENF PARKINSON/PARKINSONISMO (NO MAPEA)|Y|ENFERMEDAD DE PARKINSON
B00004270A|N87.2|PARKINSONISMO|Y|PARKINSONISMO
B00067399A|N87.20|PARALISIS AGITANTE|Y|PARALISIS AGITANTE (PARKINSON)
B00033538A|N87.21|PARALISIS AGITANTE (PARKINSON)|Y|PARALISIS AGITANTE (PARKINSON)
B00004271A|N87.3|PARKINSONISMO VASCULAR|Y|PARKINSONISMO
B00004274A|N88.1|AUSENCIA (COMPL./PARCI.) (EPILEPSIA)|Y|AUSENCIA (EPILEPSIA)
B03251440A|N88.1002|EPILEPSIA MENOR|Y|EPILEPSIA, CUALQUIER TIPO
B01812367A|N88.1003|CRISIS  FOCALES|Y|CONVULSIONES FOCALES EPILEPTICAS, CONVULSION
B00004275A|N88.2|AUSENCIA (COMPL./PARCI.) (EPILEPSIA) CONGENITA|Y|AUSENCIA (EPILEPSIA)
B02660042A|N88.3|CRISIS (CONVULSIONES) EPILEPTICAS|Y|CRISIS EPILEPTICA
B00033581A|N88.4|EPILEPSIA|Y|EPILEPSIA, CUALQUIER TIPO
B00004278A|N88.5|GRAN MAL (ESTADO DE)|Y|GRAN MAL (ESTADO DE)
B00033595A|N88.6|CRISIS COMICIAL|Y|CRISIS EPILEPTICA
B00004280A|N88.7|CRISIS PARCIALES COMPLEJAS|Y|CRISIS EPILEPTICA
B00004281A|N88.8|EPILEPSIA VASCULAR|Y|EPILEPSIA, CUALQUIER TIPO
B00033560A|N88.999|PEQUEÑO MAL (ESTADO DE)|Y|PEQUEÑO MAL (ESTADO DE)
B00004284A|N89.1|CEFALEA, MIGRAÑA NC|Y|CEFALEA TIPO MIGRAÑA
B00004285A|N89.10|MIGRAÑA CLASICA (CON AURA)|Y|CEFALEA VASCULAR CON AURA
B00811510A|N89.1010|JAQUECA CON AURA|Y|CEFALEA VASCULAR CON AURA
B01278379A|N89.1011|JAQUECA SIN AURA|Y|CEFALEA VASCULAR SIN AURA
B00004283A|N89.1012|MIGRAÑA (NO MAPEA)|Y|CEFALEA TIPO MIGRAÑA
B03118126A|N89.1013|MIGRAÑA ATIPICA|Y|CEFALEA TIPO MIGRAÑA
B00033733A|N89.1014|CEFALEA MIGRAÑOSA|Y|CEFALEA TIPO MIGRAÑA
B00843439A|N89.1015|CEFALEA MENSTRUAL|Y|CEFALEA TIPO MIGRAÑA
B00033756A|N89.1016|MIGRAÑA / JAQUECA|Y|CEFALEA TIPO MIGRAÑA
B02538944A|N89.1017|JAQUECA CLASICA|Y|MIGRAÑA CLASICA
B00596432A|N89.1018|AURA MIGRAÑOSA|Y|CEFALEA VASCULAR CON AURA
B00033706A|N89.1019|AURA SIN MIGRAÑA|Y|OTRA FORMA DE MIGRAÑA
B00004286A|N89.11|MIGRAÑA SIN AURA|Y|CEFALEA VASCULAR SIN AURA
B00004287A|N89.12|MIGRAÑA CATAMENIAL|Y|CEFALEA TIPO MIGRAÑA
B00004288A|N89.2|MIGRAÑA|Y|CEFALEA TIPO MIGRAÑA
B00004289A|N89.3|MIGRAÑA CLASICA, COMUN|Y|MIGRAÑA CLASICA
B00004290A|N89.4|MIGRAÑA HEMILATERAL|Y|CEFALEA TIPO MIGRAÑA
B00004291A|N89.5|MIGRAÑA OFTALMICA|Y|MIGRAÑA OFTALMICA
B00064788A|N89.6|OTRAS FORMAS DE MIGRAÑA|Y|OTRA FORMA DE MIGRAÑA
B00004293A|N89.7|JAQUECA|Y|CEFALEA TIPO MIGRAÑA
B00004294A|N89.8|MIGRAÑA / JAQUECA CON AURA|Y|CEFALEA VASCULAR CON AURA
B00004295A|N89.9|MIGRAÑA ACOMPAÑADA|Y|CEFALEA TIPO MIGRAÑA
B00033736A|N89.999|CEFALEA TIPO MIGRAÑA|Y|CEFALEA TIPO MIGRAÑA
B00033838A|N90.1|CEFALEA EN RACIMOS|Y|CEFALEA EN RACIMOS/CLUSTER
B00554122A|N90.6|CEFALEA HISTAMINICA|Y|CEFALEA EN RACIMOS/CLUSTER
B02183712A|N90.7|NEURALGIA DE HORTON|Y|CEFALEA EN RACIMOS/CLUSTER
B00004297A|N90.8|CEFALEA EN RACIMOS/CLUSTER (NO MAPEA)|Y|CEFALEA EN RACIMOS/CLUSTER
B08649183A|N90.9|MIGRAÑA - NEURALGIA|Y|CEFALEA EN RACIMOS/CLUSTER
B00004301A|N91.1|BELL, PARALISIS DE|Y|PARALISIS FACIAL/DE BELL
B00033864A|N91.2|PARALISIS FACIAL|Y|PARALISIS FACIAL/DE BELL
B00033876A|N91.3|PARALISIS FACIAL PERIFERICA|Y|PARALISIS FACIAL/DE BELL
B02217628A|N91.5|PARALISIS FACIAL IDIOPATICA|Y|PARALISIS FACIAL/DE BELL
B00033882A|N92.1|NEURALGIA DEL TRIGEMINO|Y|NEURALGIA DEL TRIGEMINO
B00033912A|N93.2|SINDROME DEL TUNEL CARPIANO|Y|SINDROME DEL TUNEL CARPIANO, DEL CARPO
B00004311A|N93.3|SINDROME TUNEL CARPIANO INTERVENIDO|Y|SINDROME DEL TUNEL CARPIANO, DEL CARPO
B02675520A|N93.6|SINDROME DEL TUNEL CARPIANO BILATERAL|Y|SINDROME DEL TUNEL CARPIANO, DEL CARPO
B11303857A|N93.7|SINDROME TUNEL CARPIANO DERECHO O IZQUIERDO|Y|SINDROME DEL TUNEL CARPIANO, DEL CARPO
B00004314A|N94.1|MONONEURITIS MIEMB. INFER. (INESPE.)|Y|NEURITIS/NEUROPATIA PERIFERICA
B00004315A|N94.10|NEURITIS/NEUROPATIA PERIFERICA|Y|NEURITIS/NEUROPATIA PERIFERICA
B00004316A|N94.11|NEUROPATIA CUBITAL|Y|NEURITIS/NEUROPATIA PERIFERICA
B00004317A|N94.12|NEUROPATIA PERIFERICA|Y|NEURITIS/NEUROPATIA PERIFERICA
B00004318A|N94.13|NEURITIS NC|Y|NEURITIS/NEUROPATIA PERIFERICA
B00004319A|N94.2|MONONEURITIS MIEMB. SUPER. (INESPE.)|Y|NEURITIS/NEUROPATIA PERIFERICA
B00073295A|N94.24|ENCEFALOMIELORADICULONEURITIS VIRAL|Y|SINDROME GUILLAIN-­?BARRE
B00073658A|N94.25|RADICULALGIA|Y|NEURITIS/NEUROPATIA PERIFERICA
B00074199A|N94.26|PARALISIS BRAQUIAL|Y|NEURITIS/NEUROPATIA PERIFERICA
B00357236A|N94.27|OFTALMOPLEJIA|Y|NEURITIS/NEUROPATIA PERIFERICA
B00334521A|N94.28|PARALISIS DE TERCER PAR CRANEAL|Y|NEURITIS/NEUROPATIA PERIFERICA
B04324412A|N94.29|NEURITIS  PERIFERICA NC|Y|NEURITIS/NEUROPATIA PERIFERICA
B00034036A|N94.3|NEUROMA DE MORTON|Y|NEUROMA DE MORTON
B00067659A|N94.30|POLINEURITIS INFECCIOSA AGUDA|Y|POLINEUROPATIA AGUDA INFECCIOSA
B00071573A|N94.31|PARALISIS FLACIDA AGUDA|Y|NEURITIS/NEUROPATIA PERIFERICA
B02800518A|N94.32|NEURALGIA, NEURITIS Y RADICULITIS NO ESPECIFICADAS|Y|NEURITIS/NEUROPATIA PERIFERICA
B00054523A|N94.33|RADICULOPATIA|Y|NEURITIS/NEUROPATIA PERIFERICA
B00004321A|N94.4|SINDROME GUILLAIN-BARRE|Y|SINDROME GUILLAIN-­?BARRE
B00004322A|N94.5|LESIONES DEL PLEXO BRAQUIAL|Y|NEURITIS/NEUROPATIA PERIFERICA
B00004323A|N94.6|MIEMBRO FANTASMA (SINDROME)|Y|MIEMBRO FANTASMA (SINDROME)
B00004324A|N94.7|PARALISIS OCULOMOTORA|Y|NEURITIS/NEUROPATIA PERIFERICA
B00004325A|N94.8|SINDROME DEL TUNEL TARSIANO|Y|SINDROME DEL TUNEL TARSIANO
B00004326A|N94.9|TRASTORNOS DEL NERVIO FACIAL|Y|NEURITIS/NEUROPATIA PERIFERICA
B00004329A|N95.1|CEFALEA TENSIONAL|Y|CEFALEA TENSIONAL
B01754084A|N95.3|CEFALEA. PSICOGENA|Y|CEFALEA TENSIONAL
B00004332A|N99.1|ATETOSIS|Y|OTRA ENFERM. EXTRAPIRAMIDAL, TRASTORNO MOVIMIENTO Y NE
B00004333A|N99.10|NARCOLEPSIA|Y|OTRA ENFERMEDAD NEUROLOGICA, SISTEMA NERVIOSO
B03120677A|N99.1099|NARCOLEPSIA / CATAPLEJIA|Y|OTRA ENFERMEDAD NEUROLOGICA, SISTEMA NERVIOSO
B00004334A|N99.11|NEURALGIA NC|Y|NEURALGIA NE
B00034148A|N99.1110|OTROS PROBLEMAS / ENFERMEDADES URINARIAS|Y|VEJIGA NEUROGENA
